OBJECTID,Report Number,Report Date,Offense Start Date,Offense End Date,Day of the week,Day Number,Zone,Beat,Location,Location Type,NIBRS Code,NIBRS Code Name,Crime Against,Was a firearm involved?,Press Release,Social Media,Watch,Longitude,Latitude,Neighborhood,NPU,Council District,UCR Grouping,Victim Count,GlobalID,x,y
70892,222830274,10/10/2022 11:19:55 AM,10/10/2022 8:10:00 AM,10/10/2022 11:00:00 AM,Monday,2,6,613,1544 PIEDMONT AVE NE,Department/ Discount/ Store,220,Burglary/Breaking & Entering,PROPERTY,N,,,Morning Watch,-84.371013,33.797888,Piedmont Heights,F,6,Part I,,82d81e13-74e7-4bbc-bc7f-ded4f28fbe5f,-84.3710129999999,33.7978880000001
70893,222830479,10/10/2022 1:41:46 PM,10/10/2022 12:35:00 AM,10/10/2022 12:35:00 PM,Sunday,1,6,603,3209 RENAISSANCE WAY NE,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.378575,33.766335,Old Fourth Ward,M,2,Part I,1,9c170402-6bc8-4fbf-89e5-45c3b6202c50,-84.378575,33.766335
70894,222830480,10/10/2022 1:02:03 PM,10/10/2022 1:00:00 AM,10/10/2022 12:38:00 PM,Sunday,1,1,105,116 HOLLY RD NW,Highway/ Road/ Alley/ Street/ Sidewalk,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.438047,33.758239,West Lake,J,3,Part II,1,62d62424-27d0-4397-989d-1677c52b4fbf,-84.438047,33.7582390000001
70895,222830528,10/10/2022 1:57:18 PM,10/9/2022 8:00:00 PM,10/10/2022 2:00:00 AM,Sunday,1,5,505,733 MYRTLE ST NE,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.379951,33.774439,Midtown,E,2,Part I,1,53a6d67d-54cd-436e-b442-98b230e0aff7,-84.3799509999999,33.774439
70896,222830579,10/10/2022 2:55:50 PM,10/10/2022 2:21:00 PM,10/10/2022 2:30:00 PM,Monday,2,4,401,1059 OGLETHORPE AVE SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.422337,33.736189,West End,T,4,Part I,1,ba28720c-3ee6-4519-87f5-9c487b7efa9a,-84.422337,33.736189
70897,222830598,10/10/2022 3:55:30 PM,10/10/2022 1:57:00 PM,10/10/2022 4:11:00 PM,Monday,2,5,501,410 14TH ST NW,Other/Unknown,13B,Simple Assault,PERSON,N,,,Day Watch,-84.40047,33.785891,Home Park,E,3,Part II,1,85241a40-4e10-4ef3-b3ae-9000734e3dde,-84.40047,33.785891
70898,222830690,10/11/2022 12:30:56 PM,10/10/2022 2:20:00 PM,10/10/2022 3:00:00 PM,Monday,2,3,311,532 CLEVELAND AVE SW,Other/Unknown,13A,Aggravated Assault,PERSON,N,,,Day Watch,-84.406759,33.680134,Hammond Park,X,12,Part I,1,9eaa6d7d-02c1-4beb-866d-75fc2bfc6038,-84.406759,33.6801340000001
70899,222830710,10/10/2022 4:02:22 PM,10/10/2022 4:25:00 PM,10/10/2022 4:34:00 PM,Monday,2,2,207,800 FORREST ST NW,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.414122,33.795827,Berkeley Park,D,9,Part I,2,2dd5893a-52cf-46da-b670-03d4f2971b4f,-84.414122,33.795827
70900,222830848,10/10/2022 5:24:36 PM,10/10/2022 4:35:00 PM,10/10/2022 5:24:00 PM,Monday,2,1,101,886 MARTIN L KING JR DR SW,Restaurant,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.416626,33.754563,Atlanta University Center,T,4,Part I,1,f84818ce-eaec-4ecd-b1e5-e633ab32c4f2,-84.416626,33.7545630000001
70901,222830882,10/14/2022 9:34:18 PM,10/10/2022 4:00:00 PM,10/10/2022 8:00:00 PM,Monday,2,5,512,226 PEACHTREE ST SW,Government/ Public Building,35A,Drug/Narcotic Violations,SOCIETY,N,,,Day Watch,-84.394592,33.748207,Downtown,M,4,Part II,,32c6081c-7300-45b2-9494-4aa2c895d032,-84.394592,33.748207
70902,222801152,10/7/2022 5:57:56 PM,10/7/2022 3:45:00 PM,10/7/2022 5:45:00 PM,Friday,6,1,108,98 ANDERSON AVE NW,School - Elementary/ Secondary,520,Weapon Law Violations,SOCIETY,Y,,,Day Watch,-84.451138,33.756325,Dixie Hills,J,3,Part II,,f7a5e701-117c-4f7c-85b2-ca867eb23cbd,-84.451138,33.7563250000001
70903,222801166,10/7/2022 7:42:03 PM,10/7/2022 9:00:00 PM,10/7/2022 9:31:00 PM,Friday,6,4,401,850 OAK ST SW,Shopping Mall,23C,Shoplifting,PROPERTY,N,,,Evening Watch,-84.414009,33.732517,West End,T,4,Part I,,c1b348b6-6199-46dc-aee4-6610dd76a12c,-84.414009,33.732517
70904,222801385,10/7/2022 10:07:15 PM,10/7/2022 7:43:00 PM,10/7/2022 9:30:00 PM,Friday,6,6,606,144 MORELAND AVE NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.349603,33.757357,Reynoldstown,N,5,Part I,1,e33ad947-cadf-4383-8335-6e1a8cbbab0a,-84.3496029999999,33.7573570000001
70905,222801412,10/7/2022 10:40:18 PM,10/7/2022 10:56:00 PM,10/7/2022 10:56:00 PM,Friday,6,2,208,3380 PEACHTREE RD NE,Residence/ Home / Apartment / Condo,120,Robbery,PROPERTY,Y,,,Evening Watch,-84.365994,33.849532,North Buckhead,B,7,Part I,1,7cf4e6c8-c639-4493-b387-ec23105b4644,-84.3659939999999,33.8495320000001
