OBJECTID,Report Number,Report Date,Offense Start Date,Offense End Date,Day of the week,Day Number,Zone,Beat,Location,Location Type,NIBRS Code,NIBRS Code Name,Crime Against,Was a firearm involved?,Press Release,Social Media,Watch,Longitude,Latitude,Neighborhood,NPU,Council District,UCR Grouping,Victim Count,GlobalID,x,y
73076,222781459,10/5/2022 11:55:39 PM,10/5/2022 9:05:00 PM,10/5/2022 9:45:00 PM,Wednesday,4,1,102,899 BOOKER WASHINGTON DR NW,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.417009,33.759277,Vine City,L,3,Part II,,3d0fd498-c5e1-4b27-b92e-4b264d97d0e4,-84.417009,33.7592770000001
73077,222781512,10/5/2022 10:44:24 PM,10/5/2022 10:00:00 PM,10/6/2022 12:34:00 AM,Wednesday,4,5,506,733 JOSEPH E BOONE BLVD NW,Convenience Store,520,Weapon Law Violations,SOCIETY,Y,,,Evening Watch,-84.411433,33.763552,English Avenue,L,3,Part II,,d9173a01-00d5-4111-a207-bb3c98c4db82,-84.411433,33.7635520000001
73078,222781553,10/6/2022 12:44:30 AM,10/5/2022 9:48:00 PM,10/5/2022 10:17:00 PM,Wednesday,4,3,303,RALPH D ABERNATHY BLVD SW / MURPHY AVE SW,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.412389,33.738237,Adair Park,V,12,Part II,,b2740a89-295f-47ad-8759-928960434789,-84.412389,33.738237
73079,222781599,10/5/2022 11:57:09 PM,10/5/2022 10:02:00 PM,10/5/2022 10:50:00 PM,Wednesday,4,6,606,230 BILL KENNEDY WAY SE,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.356157,33.744864,Reynoldstown,N,5,Part I,1,e2a625fe-dbf1-47c0-a2aa-926a75f7c0da,-84.3561569999999,33.7448640000001
73080,222781635,10/5/2022 11:01:41 PM,10/5/2022 10:21:00 PM,10/5/2022 11:01:00 PM,Wednesday,4,1,109,2641 DONALD LEE HOLLOWELL PKWY NW,Parking/ Drop Lot/ Garage,35A,Drug/Narcotic Violations,SOCIETY,Y,,,Evening Watch,-84.473315,33.776312,Center Hill,J,9,Part II,,dca5a38b-0432-453c-be60-374186f771f1,-84.473315,33.7763120000001
73081,222781694,10/6/2022 12:01:56 AM,10/5/2022 10:50:00 PM,10/6/2022 12:04:00 AM,Wednesday,4,4,405,2460 MARTIN L KING JR DR SW,Shopping Mall,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.467763,33.751818,Harland Terrace,I,10,Part II,,b88f6f5b-2f64-41d9-966a-1e38be75ac87,-84.4677629999999,33.7518180000001
73082,222781715,10/6/2022 12:18:15 AM,10/5/2022 12:23:00 PM,10/5/2022 12:25:00 PM,Wednesday,4,2,205,2284 PEACHTREE RD NW,Parking/ Drop Lot/ Garage,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.390228,33.816533,,C,8,Part II,1,ff2a38ea-5cc4-4957-b8f5-acad76d223d3,-84.390228,33.816533
73083,222781739,10/6/2022 12:59:44 AM,10/4/2022 9:00:00 PM,10/4/2022 10:00:00 PM,Tuesday,3,6,612,1666 MAY AVE SE,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Evening Watch,-84.333188,33.739119,East Atlanta,W,5,Part I,1,991e24dc-2ed8-4d49-810c-4464a5a52866,-84.333188,33.7391190000001
73084,222781754,10/6/2022 12:37:58 AM,10/5/2022 8:00:00 PM,10/5/2022 9:30:00 PM,Wednesday,4,5,506,441 SUNSET AVE NW,Other/Unknown,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.409719,33.76665,English Avenue,L,3,Part I,1,66701797-c48c-42a2-acff-4777b0223461,-84.4097189999999,33.76665
73085,222782051,10/6/2022 6:57:32 AM,10/6/2022 2:44:00 AM,10/6/2022 6:57:00 AM,Wednesday,4,4,411,3224 VERDANT DR SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.49625,33.684679,Greenbriar,R,11,Part II,1,5256a883-ab51-4e01-a20b-983c231af070,-84.49625,33.6846790000001
73086,222785017,10/5/2022 10:03:32 AM,9/16/2022 8:30:00 PM,9/24/2022 12:30:00 AM,Friday,6,2,204,1029 SEABOARD AVE NW,Other/Unknown,26C,Impersonation,PROPERTY,N,,,Evening Watch,-84.421231,33.809129,Underwood Hills,D,9,Part II,1,255a085d-d9d0-4d4a-be1a-3240ecc1031c,-84.421231,33.809129
73087,222790026,10/6/2022 7:20:32 AM,10/6/2022 12:00:00 AM,10/5/2022 5:30:00 AM,Wednesday,4,5,504,HAMPTON ST NW / 3RD ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.407515,33.777543,Marietta Street Artery,E,3,Part I,4,f2398659-21ad-41e7-9bfa-1a9404322466,-84.407515,33.777543
73088,222790026,10/6/2022 7:20:32 AM,10/5/2022 4:00:00 AM,10/6/2022 5:30:00 AM,Wednesday,4,5,504,HAMPTON ST NW / 3RD ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.407515,33.777543,Marietta Street Artery,E,3,Part II,4,65ad1868-6d0e-4d6b-8fd1-5661f83fb9ea,-84.407515,33.777543
73089,222790044,10/6/2022 7:22:35 AM,10/6/2022 12:56:00 AM,10/6/2022 4:29:00 AM,Wednesday,4,5,510,27 ELLIS ST NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.38694,33.758353,Downtown,M,2,Part I,2,b7d34bd8-880b-4253-9b26-d2a139755e7a,-84.38694,33.7583530000001
73090,222790280,10/7/2022 8:22:41 AM,10/6/2022 7:44:00 AM,10/6/2022 7:44:00 AM,Thursday,5,3,309,349 CLEVELAND AVE SW,Restaurant,520,Weapon Law Violations,SOCIETY,Y,,,Morning Watch,-84.401055,33.681255,Perkerson,X,12,Part II,1,efc670a6-713f-4013-b2b0-c7d007a83dc0,-84.401055,33.6812550000001
73091,222790304,10/6/2022 9:21:45 AM,10/6/2022 6:30:00 AM,10/6/2022 8:00:00 AM,Thursday,5,6,604,349 DECATUR ST SE,Parking/ Drop Lot/ Garage,120,Robbery,PROPERTY,Y,,,Morning Watch,-84.377059,33.749931,Sweet Auburn,M,5,Part I,1,f680384c-86ec-42e5-bf84-f3ef6dcd8f35,-84.377059,33.7499310000001
73092,222790442,10/7/2022 6:08:19 PM,10/5/2022 12:00:00 PM,10/6/2022 12:00:00 PM,Wednesday,4,1,112,270 CHALMERS DR NW,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Day Watch,-84.477491,33.762798,Collier Heights,I,10,Part I,1,c5ff38c9-9f28-433e-b3b5-b7536779dafd,-84.477491,33.762798
73093,222790485,10/6/2022 4:43:29 PM,10/6/2022 12:08:00 PM,10/6/2022 1:33:00 PM,Thursday,5,2,211,2525 PIEDMONT RD NE,Commercial/ Office Building,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.366,33.824499,Lindbergh/Morosgo,B,6,Part I,1,981e5144-c741-45e7-bf2c-70739a7e6f1c,-84.366,33.8244990000001
73094,222790552,10/6/2022 1:21:13 PM,10/6/2022 3:34:00 PM,10/6/2022 3:48:00 PM,Thursday,5,6,602,822 DIXIE AVE NE,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.361179,33.757147,Inman Park,N,2,Part I,1,75e821d9-ee0f-4625-a03d-a7c0d6142f6e,-84.3611789999999,33.757147
73095,222790713,10/6/2022 4:14:45 PM,10/6/2022 2:00:00 AM,10/6/2022 4:29:00 PM,Wednesday,4,3,303,490 GLENN ST SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.402678,33.738014,Mechanicsville,V,4,Part I,1,65e03eaf-bf8f-4131-8bfa-993e49b220b1,-84.402678,33.7380140000001
73096,222790748,10/6/2022 3:08:07 PM,10/6/2022 3:00:00 AM,10/6/2022 1:00:00 PM,Wednesday,4,6,605,240 GRANT ST SE,Parking/ Drop Lot/ Garage,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.376089,33.748717,Grant Park,W,5,Part I,1,c4d4ab17-d6fe-4574-a1bb-cf83edfccbe0,-84.376089,33.7487170000001
73097,222790832,10/6/2022 5:14:12 PM,10/2/2022 7:00:00 PM,10/6/2022 5:25:00 PM,Sunday,1,5,507,326 NELSON ST SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.398369,33.751471,Castleberry Hill,M,4,Part I,1,b476a028-eb3c-411c-a7cb-c53b45f97640,-84.3983689999999,33.751471
73098,222791247,10/6/2022 7:53:51 PM,10/6/2022 6:32:00 PM,10/6/2022 7:15:00 PM,Thursday,5,6,602,1099 EUCLID AVE NE,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.350749,33.763763,Inman Park,N,2,Part II,,64dfcbfa-48c3-47e8-ae5f-a9cb53a03df3,-84.350749,33.763763
73099,222791259,10/6/2022 8:33:51 PM,9/27/2022 9:00:00 PM,9/28/2022 12:00:00 PM,Tuesday,3,2,206,3005 PEACHTREE RD NE,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.381169,33.83683,Garden Hills,B,7,Part I,1,620d0f7b-3959-4294-a264-d5b00aacc341,-84.3811689999999,33.8368300000001
73100,222791363,10/7/2022 5:01:18 AM,10/6/2022 7:33:00 PM,10/8/2022 3:00:00 AM,Thursday,5,4,411,2975 HEADLAND DR SW,Shopping Mall,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.488214,33.691148,Greenbriar,R,11,Part I,2,96de585c-29fb-4986-b9e5-a7fa558b80c1,-84.488214,33.6911480000001
73101,222791405,10/6/2022 8:34:36 PM,10/1/2022 8:38:00 PM,10/6/2022 8:34:00 PM,Saturday,7,2,208,3340 PEACHTREE RD NE,Commercial/ Office Building,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Evening Watch,-84.370893,33.847433,North Buckhead,B,7,Part II,1,a431b09b-d48a-4e18-b8d2-73adad29c5b3,-84.370893,33.847433
73102,222791516,10/6/2022 9:21:58 PM,10/6/2022 8:46:00 PM,10/6/2022 9:17:00 PM,Thursday,5,5,510,171 AUBURN AVE NE,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.381427,33.755226,Downtown,M,5,Part II,,cc9366ae-6c32-484b-b660-f7f44df50f4a,-84.381427,33.7552260000001
73103,222791633,10/6/2022 11:19:20 PM,10/6/2022 10:55:00 PM,10/6/2022 11:22:00 PM,Thursday,5,4,402,1353 MONTREAT AVE SW,Residence/ Home / Apartment / Condo,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Evening Watch,-84.432072,33.729502,Oakland City,S,4,Part II,1,d5c94a33-9871-4f68-98fd-1e34ba200157,-84.4320719999999,33.729502
73104,222791815,10/7/2022 1:25:41 AM,10/6/2022 10:00:00 PM,10/6/2022 10:45:00 PM,Thursday,5,5,507,120 MARIETTA ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.393026,33.756996,Downtown,M,2,Part I,1,96f1007d-cdbc-46d4-84f0-f05b25da8a13,-84.393026,33.7569960000001
73105,222791907,10/7/2022 12:42:36 AM,10/6/2022 2:00:00 AM,10/6/2022 2:30:00 AM,Wednesday,4,2,204,1185 COLLIER RD NW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.423243,33.812364,,C,9,Part II,1,8aee3528-3d9e-4147-984c-21989dcad8ce,-84.423243,33.8123640000001
73106,222792210,10/12/2022 5:14:07 AM,10/7/2022 2:38:00 AM,10/7/2022 2:45:00 AM,Thursday,5,3,309,2608 METROPOLITAN PKWY SW,Liquor Store,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.407217,33.683793,Perkerson,X,12,Part II,1,90137f36-08c4-42f9-a93a-7e40f4696d88,-84.4072169999999,33.683793
73107,222792217,10/9/2022 10:58:11 PM,10/7/2022 2:00:00 AM,10/7/2022 3:30:00 AM,Thursday,5,2,211,752 MIAMI CIR NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.362917,33.831298,Lindbergh/Morosgo,B,7,Part I,1,5f9476e4-8984-42ff-9678-202fac1346a8,-84.362917,33.8312980000001
73108,222792223,10/7/2022 5:31:33 AM,10/7/2022 1:35:00 AM,10/7/2022 4:10:00 AM,Thursday,5,5,505,738 PEACHTREE ST,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.384704,33.774961,Midtown,E,2,Part I,2,d4861fa6-01f3-42b0-9628-b13029744bc2,-84.3847039999999,33.7749610000001
73109,222792316,10/7/2022 5:15:31 AM,10/7/2022 4:00:00 AM,10/7/2022 4:10:00 AM,Friday,6,5,503,1136 CRESCENT AVE NE,Parking/ Drop Lot/ Garage,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.384521,33.785749,Midtown,E,2,Part I,2,98a951fe-3599-4d06-ba4c-97411b67dc89,-84.3845209999999,33.7857490000001
73110,222795024,10/6/2022 10:43:27 AM,9/28/2022 7:35:00 PM,9/28/2022 7:35:00 PM,Wednesday,4,2,202,1350 MOUNT PARAN RD NW,Cyberspace,26C,Impersonation,PROPERTY,N,,,Evening Watch,-84.423095,33.869918,Mt. Paran/Northside,A,8,Part II,1,004203e4-4a62-487a-b9d4-933cff3eea0c,-84.423095,33.869918
73111,222795029,10/6/2022 11:02:31 AM,1/25/2022 4:15:00 PM,10/5/2022 8:25:00 PM,Tuesday,3,5,512,150 GARNETT ST SW,Other/Unknown,26C,Impersonation,PROPERTY,N,,,Day Watch,-84.392736,33.747401,Downtown,M,4,Part II,1,8fbdb9ec-7e72-4c26-9315-5cb59ac24c34,-84.392736,33.747401
73112,222798061,10/7/2022 6:26:17 PM,7/26/2022 4:00:00 AM,7/26/2022 4:00:00 AM,Tuesday,3,7,707,4210 GLOBAL GATEWAY CONN,Parking/ Drop Lot/ Garage,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.467885,33.641002,,,,Part I,,93f5589e-b878-4fed-9d8c-eee167435e0a,-84.467885,33.6410020000001
73113,222800035,10/7/2022 5:28:50 AM,10/7/2022 2:00:00 AM,10/7/2022 3:00:00 AM,Thursday,5,5,510,254 AUBURN AVE NE,Highway/ Road/ Alley/ Street/ Sidewalk,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.379321,33.755719,Downtown,M,5,Part I,2,558fc49f-24b2-4278-ad0a-245354b93c40,-84.3793209999999,33.7557190000001
73114,222800346,10/7/2022 9:51:01 AM,10/7/2022 8:04:00 AM,10/7/2022 11:00:00 AM,Friday,6,6,606,247 MORELAND AVE SE,Service/ Gas Station,35A,Drug/Narcotic Violations,SOCIETY,N,,,Morning Watch,-84.349577,33.746993,Reynoldstown,N,5,Part II,,fa7b894c-710b-4a7c-bc2e-4c526f1ab7b5,-84.349577,33.746993
73115,222800445,10/7/2022 1:34:19 PM,10/7/2022 4:00:00 AM,10/7/2022 9:00:00 AM,Friday,6,1,106,1380 W MARIETTA ST NW,Commercial/ Office Building,220,Burglary/Breaking & Entering,PROPERTY,N,,,Morning Watch,-84.433703,33.785928,Rockdale,G,9,Part I,,669edc38-ad11-4613-b8ca-1fd620e41908,-84.433703,33.7859280000001
73116,222800475,10/12/2022 7:58:21 PM,10/7/2022 11:00:00 AM,10/7/2022 2:00:00 PM,Friday,6,5,504,190 HUNNICUTT ST NW,Residence/ Home / Apartment / Condo,13C,Intimidation,PERSON,N,,,Day Watch,-84.393949,33.766506,Downtown,M,4,Part II,1,dbd5422e-a1be-4637-8161-f621ebdb79e1,-84.393949,33.766506
73117,222800650,10/7/2022 5:09:20 PM,10/7/2022 12:59:00 PM,10/7/2022 1:02:00 PM,Friday,6,2,209,3410 ALEXANDER RD NE,Residence/ Home / Apartment / Condo,23D,Theft From Building,PROPERTY,N,,,Day Watch,-84.36715,33.852949,North Buckhead,B,7,Part I,1,c8d7d1cc-1e29-4a3c-ba46-0095f4d5c3ee,-84.36715,33.852949
73118,222800670,10/7/2022 2:57:09 PM,10/7/2022 2:30:00 PM,10/7/2022 3:02:00 PM,Friday,6,3,305,1036 HIGH POINT TER SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.394414,33.717492,High Point,Y,12,Part I,1,ab865300-d4ca-4282-8fc2-230f9bfe4cbc,-84.394414,33.717492
73119,222800680,10/7/2022 4:52:20 PM,10/7/2022 3:00:00 AM,10/7/2022 1:00:00 PM,Thursday,5,6,612,1089 FAYETTEVILLE RD SE,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Morning Watch,-84.325834,33.72461,East Atlanta,W,5,Part I,2,124ef227-4418-417c-8551-e796c5671214,-84.325834,33.72461
73120,222800745,10/9/2022 12:33:28 PM,10/7/2022 12:00:00 AM,10/7/2022 12:00:00 PM,Thursday,5,6,607,700 NEEDLETAIL WAY,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.362443,33.72469,Boulevard Heights,W,1,Part II,1,784ab52f-0324-438c-8d42-ebaf3bcda357,-84.362443,33.7246900000001
73121,222800803,10/7/2022 3:20:29 PM,10/7/2022 8:45:00 AM,10/7/2022 9:12:00 AM,Friday,6,4,414,3725 PRINCETON LAKES PKWY SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.510149,33.657114,Princeton Lakes,P,11,Part I,1,b5cf1d07-b9db-40b3-aa83-174dc329d8c5,-84.510149,33.657114
73122,222800876,10/7/2022 7:22:13 PM,10/7/2022 3:00:00 PM,10/7/2022 4:00:00 PM,Friday,6,3,313,2980 JONESBORO RD SE,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.370443,33.672932,South River Gardens,Z,12,Part II,1,815416af-5bdb-45e6-ac56-c23020c85972,-84.370443,33.6729320000001
73123,222800936,10/7/2022 4:42:26 PM,9/29/2022 12:00:00 AM,10/7/2022 4:44:00 PM,Wednesday,4,5,504,950 MARIETTA ST NW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.408215,33.776821,Marietta Street Artery,E,3,Part II,1,cc065e5b-aad2-493b-b59e-20bed977487e,-84.408215,33.776821
73124,222801007,10/7/2022 5:12:22 PM,10/6/2022 10:41:00 PM,10/7/2022 3:00:00 PM,Thursday,5,5,502,500 10TH ST NE,Park/ Playground,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.369216,33.782229,,E,6,Part I,1,2cfe2f99-0b42-4afd-91a3-70a60a5ae127,-84.3692159999999,33.782229
73125,222801019,10/7/2022 5:13:46 PM,10/7/2022 10:00:00 AM,10/7/2022 4:00:00 PM,Friday,6,2,205,EMERY ST NW / COLLIER RD NW,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.414296,33.809467,Wildwood (NPU-C),C,8,Part I,3,9d500dd5-24ce-47f0-8183-ae731432536d,-84.414296,33.809467
73126,222801026,10/7/2022 5:08:10 PM,10/5/2022 5:00:00 PM,10/6/2022 12:00:00 PM,Wednesday,4,6,606,230 BILL KENNEDY WAY SE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.358111,33.744561,Reynoldstown,N,5,Part I,1,7c44f8df-ab38-4140-ad98-140e97eb1f84,-84.358111,33.744561
73127,222801028,10/7/2022 6:39:01 PM,10/7/2022 4:07:00 PM,10/7/2022 5:30:00 PM,Friday,6,6,606,1 MORELAND AVE SE,Highway/ Road/ Alley/ Street/ Sidewalk,520,Weapon Law Violations,SOCIETY,Y,,,Day Watch,-84.349454,33.753388,Reynoldstown,N,5,Part II,,2224419c-7f99-4073-8b7a-8d2a59f0e360,-84.349454,33.753388
73128,222801173,10/7/2022 6:21:48 PM,10/7/2022 6:44:00 PM,10/7/2022 6:44:00 PM,Friday,6,2,207,1968 PEACHTREE RD NW,Drug Store/ Doctor's Office/ Hospital,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Evening Watch,-84.395102,33.80881,,E,8,Part II,1,666c40ed-1f06-4424-951e-0ca15c6dbb6e,-84.395102,33.8088100000001
73129,222801311,10/7/2022 7:41:56 PM,10/5/2022 4:00:00 AM,10/7/2022 7:00:00 PM,Wednesday,4,6,603,411 BOULEVARD NE,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.371808,33.765632,Old Fourth Ward,M,2,Part II,1,5e4c709c-f1cf-4ea1-9111-2bef6091e454,-84.371808,33.765632
73130,222801327,10/7/2022 7:21:00 PM,10/7/2022 5:12:00 PM,10/7/2022 5:30:00 PM,Friday,6,3,304,135 UNIVERSITY AVE SW,Service/ Gas Station,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.392648,33.721922,Peoplestown,V,12,Part I,1,f10d0126-75e8-4d45-ab39-e29f0f6f96f4,-84.392648,33.7219220000001
73131,222801336,10/7/2022 8:00:56 PM,10/7/2022 7:14:00 PM,10/7/2022 7:14:00 PM,Friday,6,5,503,950 W PEACHTREE ST NW,Department/ Discount/ Store,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.387573,33.780159,Midtown,E,2,Part II,1,ef6ec15e-7f2c-4e31-ba75-8d6e9ce763f3,-84.387573,33.780159
73132,222801340,10/7/2022 7:57:42 PM,10/7/2022 7:21:00 PM,10/7/2022 7:37:00 PM,Friday,6,1,111,58 ALLEN TEMPLE CT NW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,Y,,,Evening Watch,-84.490263,33.753281,,I,10,Part I,1,2e7633c0-cac7-4383-9200-d5756b8bc199,-84.490263,33.7532810000001
73133,222801360,10/7/2022 9:21:19 PM,10/7/2022 7:00:00 PM,10/7/2022 7:31:00 PM,Friday,6,3,309,349 CLEVELAND AVE SW,Restaurant,200,Arson,PROPERTY,N,,,Evening Watch,-84.401055,33.681255,Perkerson,X,12,Part II,,f1fac15a-e1fb-4fbb-b7a7-e25a9d230ce6,-84.401055,33.6812550000001
73134,223001582,10/28/2022 2:10:25 AM,10/26/2022 10:00:00 PM,10/27/2022 10:00:00 PM,Wednesday,4,1,110,1783 JOHNSON RD NW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.446097,33.785515,Rockdale,G,9,Part I,1,12759388-810a-42a9-bced-e8ad758c6783,-84.446097,33.785515
73135,223001595,10/27/2022 11:45:59 PM,10/27/2022 10:00:00 PM,10/27/2022 10:26:00 PM,Thursday,5,5,504,935 MARIETTA ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.408411,33.777983,Marietta Street Artery,E,3,Part I,1,03a5320d-64aa-4cf2-8e37-4bcecc6193dd,-84.4084109999999,33.7779830000001
73136,223001767,10/28/2022 2:01:14 AM,10/27/2022 11:50:00 PM,10/28/2022 12:00:00 AM,Thursday,5,3,308,960 CONSTITUTION RD SE,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,Y,,,Evening Watch,-84.356927,33.6942,Norwood Manor,Z,1,Part I,1,8efc7c25-1434-43ed-94c8-348b724d57e3,-84.356927,33.6942
73137,223001879,10/28/2022 4:07:40 AM,10/27/2022 11:30:00 PM,10/28/2022 1:10:00 AM,Thursday,5,6,603,657 BOULEVARD NE,Highway/ Road/ Alley/ Street/ Sidewalk,09A,Murder & Nonnegligent Manslaughter,PERSON,Y,,,Evening Watch,-84.371025,33.772458,Old Fourth Ward,M,2,Part I,1,1dd50715-a372-4264-b9c1-daaf539b6a85,-84.371025,33.772458
73138,223002037,10/28/2022 7:54:21 AM,10/27/2022 4:23:00 AM,10/28/2022 3:11:00 AM,Thursday,5,6,602,602 N HIGHLAND AVE NE,Bar/ Nightclub,09A,Murder & Nonnegligent Manslaughter,PERSON,Y,,,Morning Watch,-84.352739,33.770823,Poncey-Highland,N,2,Part I,1,3c737c38-1d4f-445d-89e5-f5261b431508,-84.352739,33.7708230000001
73139,223002071,10/28/2022 5:33:57 AM,10/28/2022 12:00:00 AM,10/28/2022 1:00:00 AM,Thursday,5,5,510,111 JOHN WESLEY DOBBS AVE NE,Residence/ Home / Apartment / Condo,26B,Credit Card/Automated Teller Machine Fraud,PROPERTY,N,,,Evening Watch,-84.383782,33.756726,Downtown,M,5,Part II,1,ea2a1cf5-366d-4b37-ba6a-a430c73ef014,-84.3837819999999,33.7567260000001
73140,223002079,10/28/2022 9:51:32 AM,10/28/2022 1:00:00 AM,10/28/2022 4:22:00 AM,Thursday,5,6,612,529 FLAT SHOALS AVE SE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.345111,33.739769,East Atlanta,W,5,Part I,1,dd1f9419-08ed-4e62-84b4-8f4f2cd90f8e,-84.345111,33.739769
73141,223005007,10/27/2022 5:42:37 AM,10/24/2022 12:07:00 AM,10/24/2022 12:12:00 AM,Sunday,1,5,505,699 PIEDMONT AVE NE,Commercial/ Office Building,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.381196,33.773583,Midtown,E,2,Part II,,80e82793-bc89-43cf-8875-368a780e0cd6,-84.381196,33.773583
73142,223005027,10/27/2022 11:42:37 AM,6/9/2022 7:44:00 PM,6/10/2022 2:44:00 PM,Thursday,5,6,613,1845 PIEDMONT AVE NE,Bank - Savings and Loan,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Evening Watch,-84.366262,33.806222,Morningside/Lenox Park,F,6,Part II,,ff5c711e-19f4-4cc6-8955-b04623ad60fb,-84.3662619999999,33.806222
73143,223005032,10/27/2022 12:02:56 PM,9/19/2022 4:30:00 PM,9/19/2022 4:30:00 PM,Monday,2,2,204,1801 HOWELL MILL RD NW,Other/Unknown,26C,Impersonation,PROPERTY,N,,,Day Watch,-84.411933,33.80328,Berkeley Park,D,9,Part II,1,042723df-3b49-4a15-a545-da704273017e,-84.411933,33.80328
73144,223008038,10/27/2022 5:16:17 PM,10/27/2022 4:28:00 PM,10/27/2022 5:00:00 PM,Thursday,5,7,706,7700 SPINE RD,Air/ Bus/ Train Terminal,520,Weapon Law Violations,SOCIETY,Y,,,Day Watch,-84.442465,33.640387,,,,Part II,1,65a42337-a5e9-4f5a-8b7a-52ddf0c83685,-84.442465,33.640387
73145,223010094,10/28/2022 6:16:19 AM,10/28/2022 1:00:00 AM,10/28/2022 5:00:00 AM,Thursday,5,5,505,58 6TH ST NE,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.385471,33.777748,Midtown,E,2,Part I,1,5f2f9715-ff4f-4e31-bd1a-7c0e055c5fef,-84.3854709999999,33.777748
